Occupations,Gender,Boroughs,year,Salary,year_range,Salary_avg,Salary_year,Salary_county,Salary_gender,Salary_YearlyAvg
Food preparation and serving related occupations,Female,Kings County,year2010,20562.0,year2010_2013,18519.5,18307.25,20392.65,17939.26,18100.9
Food preparation and serving related occupations,Female,Kings County,year2011,18841.0,year2010_2013,18519.5,18307.25,20392.65,17939.26,18584.2
Food preparation and serving related occupations,Female,Kings County,year2012,16329.0,year2010_2013,18519.5,18307.25,20392.65,17939.26,17711.9
Food preparation and serving related occupations,Female,Kings County,year2013,18346.0,year2010_2013,18519.5,18307.25,20392.65,17939.26,18832.0
Food preparation and serving related occupations,Female,Kings County,year2014,15048.0,year2014_2016,16014.0,19222.46666666667,20392.65,17939.26,17564.5
Food preparation and serving related occupations,Female,Kings County,year2015,15405.0,year2014_2016,16014.0,19222.46666666667,20392.65,17939.26,19305.9
Food preparation and serving related occupations,Female,Kings County,year2016,17589.0,year2014_2016,16014.0,19222.46666666667,20392.65,17939.26,20797.0
Food preparation and serving related occupations,Female,Kings County,year2017,21136.0,year2017_2019,21438.666666666668,23472.73333333333,20392.65,17939.26,21389.6
Food preparation and serving related occupations,Female,Kings County,year2018,21799.0,year2017_2019,21438.666666666668,23472.73333333333,20392.65,17939.26,24147.0
Food preparation and serving related occupations,Female,Kings County,year2019,21381.0,year2017_2019,21438.666666666668,23472.73333333333,20392.65,17939.26,24881.6
Building and grounds cleaning and maintenance occupations,Female,Kings County,year2010,17426.0,year2010_2013,16477.0,23135.075,23553.05,19444.7,23259.2
Building and grounds cleaning and maintenance occupations,Female,Kings County,year2011,16561.0,year2010_2013,16477.0,23135.075,23553.05,19444.7,23153.3
Building and grounds cleaning and maintenance occupations,Female,Kings County,year2012,15875.0,year2010_2013,16477.0,23135.075,23553.05,19444.7,23100.4
Building and grounds cleaning and maintenance occupations,Female,Kings County,year2013,16046.0,year2010_2013,16477.0,23135.075,23553.05,19444.7,23027.4
Building and grounds cleaning and maintenance occupations,Female,Kings County,year2014,15027.0,year2014_2016,16594.0,24679.03333333334,23553.05,19444.7,22849.4
Building and grounds cleaning and maintenance occupations,Female,Kings County,year2015,15359.0,year2014_2016,16594.0,24679.03333333334,23553.05,19444.7,24977.5
Building and grounds cleaning and maintenance occupations,Female,Kings County,year2016,19396.0,year2014_2016,16594.0,24679.03333333334,23553.05,19444.7,26210.2
Building and grounds cleaning and maintenance occupations,Female,Kings County,year2017,20294.0,year2017_2019,22142.66666666667,28573.63333333334,23553.05,19444.7,28024.3
Building and grounds cleaning and maintenance occupations,Female,Kings County,year2018,20365.0,year2017_2019,22142.66666666667,28573.63333333334,23553.05,19444.7,27660.7
Building and grounds cleaning and maintenance occupations,Female,Kings County,year2019,25769.0,year2017_2019,22142.66666666667,28573.63333333334,23553.05,19444.7,30035.9
Personal care and service occupations,Female,Kings County,year2010,16918.0,year2010_2013,16927.5,21011.5,21539.35,17612.4,21675.7
Personal care and service occupations,Female,Kings County,year2011,16185.0,year2010_2013,16927.5,21011.5,21539.35,17612.4,22224.5
Personal care and service occupations,Female,Kings County,year2012,17790.0,year2010_2013,16927.5,21011.5,21539.35,17612.4,19194.3
Personal care and service occupations,Female,Kings County,year2013,16817.0,year2010_2013,16927.5,21011.5,21539.35,17612.4,20951.5
Personal care and service occupations,Female,Kings County,year2014,18458.0,year2014_2016,18530.666666666668,20843.333333333336,21539.35,17612.4,19475.6
Personal care and service occupations,Female,Kings County,year2015,16922.0,year2014_2016,18530.666666666668,20843.333333333336,21539.35,17612.4,20143.8
Personal care and service occupations,Female,Kings County,year2016,20212.0,year2014_2016,18530.666666666668,20843.333333333336,21539.35,17612.4,22910.6
Personal care and service occupations,Female,Kings County,year2017,20387.0,year2017_2019,21086.666666666668,25723.533333333344,21539.35,17612.4,23227.9
Personal care and service occupations,Female,Kings County,year2018,21218.0,year2017_2019,21086.666666666668,25723.533333333344,21539.35,17612.4,27452.7
Personal care and service occupations,Female,Kings County,year2019,21655.0,year2017_2019,21086.666666666668,25723.533333333344,21539.35,17612.4,26490.0
Sales and related occupations,Female,Kings County,year2010,20135.0,year2010_2013,19937.5,31850.1,27885.55,25332.64,31559.5
Sales and related occupations,Female,Kings County,year2011,18885.0,year2010_2013,19937.5,31850.1,27885.55,25332.64,30991.4
Sales and related occupations,Female,Kings County,year2012,20171.0,year2010_2013,19937.5,31850.1,27885.55,25332.64,31802.1
Sales and related occupations,Female,Kings County,year2013,20559.0,year2010_2013,19937.5,31850.1,27885.55,25332.64,33047.4
Sales and related occupations,Female,Kings County,year2014,20309.0,year2014_2016,19185.33333333333,33884.4,27885.55,25332.64,34313.0
Sales and related occupations,Female,Kings County,year2015,16906.0,year2014_2016,19185.33333333333,33884.4,27885.55,25332.64,33053.7
Sales and related occupations,Female,Kings County,year2016,20341.0,year2014_2016,19185.33333333333,33884.4,27885.55,25332.64,34286.5
Sales and related occupations,Female,Kings County,year2017,24180.0,year2017_2019,25188.33333333333,38597.83333333334,27885.55,25332.64,35174.1
Sales and related occupations,Female,Kings County,year2018,26505.0,year2017_2019,25188.33333333333,38597.83333333334,27885.55,25332.64,40100.8
Sales and related occupations,Female,Kings County,year2019,24880.0,year2017_2019,25188.33333333333,38597.83333333334,27885.55,25332.64,40518.6
Office and administrative support occupations,Female,Kings County,year2010,31659.0,year2010_2013,31967.25,33996.275,33353.4,35768.92,33895.3
Office and administrative support occupations,Female,Kings County,year2011,31813.0,year2010_2013,31967.25,33996.275,33353.4,35768.92,33567.9
Office and administrative support occupations,Female,Kings County,year2012,32372.0,year2010_2013,31967.25,33996.275,33353.4,35768.92,34271.2
Office and administrative support occupations,Female,Kings County,year2013,32025.0,year2010_2013,31967.25,33996.275,33353.4,35768.92,34250.7
Office and administrative support occupations,Female,Kings County,year2014,32181.0,year2014_2016,33039.666666666664,34316.0,33353.4,35768.92,33121.8
Office and administrative support occupations,Female,Kings County,year2015,33690.0,year2014_2016,33039.666666666664,34316.0,33353.4,35768.92,33969.0
Office and administrative support occupations,Female,Kings County,year2016,33248.0,year2014_2016,33039.666666666664,34316.0,33353.4,35768.92,35857.2
Office and administrative support occupations,Female,Kings County,year2017,35236.0,year2017_2019,36320.0,40532.43333333333,33353.4,35768.92,37235.8
Office and administrative support occupations,Female,Kings County,year2018,36274.0,year2017_2019,36320.0,40532.43333333333,33353.4,35768.92,42117.6
Office and administrative support occupations,Female,Kings County,year2019,37450.0,year2017_2019,36320.0,40532.43333333333,33353.4,35768.92,42243.9
"Farming, fishing, and forestry occupations",Female,Kings County,year2010,7675.0,year2010_2013,28037.33333333333,27154.708333333336,22517.741666666665,19379.55416666666,26358.875
"Farming, fishing, and forestry occupations",Female,Kings County,year2011,57955.0,year2010_2013,28037.33333333333,27154.708333333336,22517.741666666665,19379.55416666666,26967.341666666667
"Farming, fishing, and forestry occupations",Female,Kings County,year2012,18482.0,year2010_2013,28037.33333333333,27154.708333333336,22517.741666666665,19379.55416666666,30941.74166666667
"Farming, fishing, and forestry occupations",Female,Kings County,year2013,28037.33333333333,year2010_2013,28037.33333333333,27154.708333333336,22517.741666666665,19379.55416666666,24350.874999999996
"Farming, fishing, and forestry occupations",Female,Kings County,year2014,4044.0,year2014_2016,12131.5,14898.604166666664,22517.741666666665,19379.55416666666,12003.620833333332
"Farming, fishing, and forestry occupations",Female,Kings County,year2015,12131.5,year2014_2016,12131.5,14898.604166666664,22517.741666666665,19379.55416666666,15726.87083333333
"Farming, fishing, and forestry occupations",Female,Kings County,year2016,20219.0,year2014_2016,12131.5,14898.604166666664,22517.741666666665,19379.55416666666,16965.32083333333
"Farming, fishing, and forestry occupations",Female,Kings County,year2017,5867.0,year2017_2019,5867.0,22900.25,22517.741666666665,19379.55416666666,21202.149999999998
"Farming, fishing, and forestry occupations",Female,Kings County,year2018,5867.0,year2017_2019,5867.0,22900.25,22517.741666666665,19379.55416666666,24234.449999999997
"Farming, fishing, and forestry occupations",Female,Kings County,year2019,5867.0,year2017_2019,5867.0,22900.25,22517.741666666665,19379.55416666666,23264.149999999998
Construction and extraction occupations,Female,Kings County,year2010,19070.0,year2010_2013,29292.25,37017.6,36275.35,48562.08,26284.1
Construction and extraction occupations,Female,Kings County,year2011,41196.0,year2010_2013,29292.25,37017.6,36275.35,48562.08,38709.7
Construction and extraction occupations,Female,Kings County,year2012,30599.0,year2010_2013,29292.25,37017.6,36275.35,48562.08,36953.6
Construction and extraction occupations,Female,Kings County,year2013,26304.0,year2010_2013,29292.25,37017.6,36275.35,48562.08,46123.0
Construction and extraction occupations,Female,Kings County,year2014,30128.0,year2014_2016,39237.333333333336,42036.333333333336,36275.35,48562.08,39787.4
Construction and extraction occupations,Female,Kings County,year2015,35992.0,year2014_2016,39237.333333333336,42036.333333333336,36275.35,48562.08,42486.6
Construction and extraction occupations,Female,Kings County,year2016,51592.0,year2014_2016,39237.333333333336,42036.333333333336,36275.35,48562.08,43835.0
Construction and extraction occupations,Female,Kings County,year2017,52739.0,year2017_2019,53117.0,48945.466666666674,36275.35,48562.08,46430.1
Construction and extraction occupations,Female,Kings County,year2018,45318.0,year2017_2019,53117.0,48945.466666666674,36275.35,48562.08,56175.9
Construction and extraction occupations,Female,Kings County,year2019,61294.0,year2017_2019,53117.0,48945.466666666674,36275.35,48562.08,44230.4
"Installation, maintenance, and repair occupations",Female,Kings County,year2010,42075.0,year2010_2013,52200.5,43137.08333333333,46009.3,45962.85666666666,38968.7
"Installation, maintenance, and repair occupations",Female,Kings County,year2011,38180.0,year2010_2013,52200.5,43137.08333333333,46009.3,45962.85666666666,39929.833333333336
"Installation, maintenance, and repair occupations",Female,Kings County,year2012,58355.0,year2010_2013,52200.5,43137.08333333333,46009.3,45962.85666666666,48886.1
"Installation, maintenance, and repair occupations",Female,Kings County,year2013,70192.0,year2010_2013,52200.5,43137.08333333333,46009.3,45962.85666666666,44763.7
"Installation, maintenance, and repair occupations",Female,Kings County,year2014,53114.0,year2014_2016,43402.0,46043.099999999984,46009.3,45962.85666666666,46003.4
"Installation, maintenance, and repair occupations",Female,Kings County,year2015,49610.0,year2014_2016,43402.0,46043.099999999984,46009.3,45962.85666666666,44439.2
"Installation, maintenance, and repair occupations",Female,Kings County,year2016,27482.0,year2014_2016,43402.0,46043.099999999984,46009.3,45962.85666666666,47686.7
"Installation, maintenance, and repair occupations",Female,Kings County,year2017,55379.0,year2017_2019,46845.66666666666,45657.71666666667,46009.3,45962.85666666666,46611.85
"Installation, maintenance, and repair occupations",Female,Kings County,year2018,41703.0,year2017_2019,46845.66666666666,45657.71666666667,46009.3,45962.85666666666,45133.3
"Installation, maintenance, and repair occupations",Female,Kings County,year2019,43455.0,year2017_2019,46845.66666666666,45657.71666666667,46009.3,45962.85666666666,45228.0
Production occupations,Female,Kings County,year2010,19021.0,year2010_2013,17404.5,25762.35,25171.4,22058.26,25414.6
Production occupations,Female,Kings County,year2011,15943.0,year2010_2013,17404.5,25762.35,25171.4,22058.26,24015.5
Production occupations,Female,Kings County,year2012,17069.0,year2010_2013,17404.5,25762.35,25171.4,22058.26,26122.6
Production occupations,Female,Kings County,year2013,17585.0,year2010_2013,17404.5,25762.35,25171.4,22058.26,27496.7
Production occupations,Female,Kings County,year2014,17427.0,year2014_2016,19242.33333333333,26549.36666666665,25171.4,22058.26,24485.3
Production occupations,Female,Kings County,year2015,18826.0,year2014_2016,19242.33333333333,26549.36666666665,25171.4,22058.26,26725.2
Production occupations,Female,Kings County,year2016,21474.0,year2014_2016,19242.33333333333,26549.36666666665,25171.4,22058.26,28437.6
Production occupations,Female,Kings County,year2017,21410.0,year2017_2019,23197.0,32928.433333333334,25171.4,22058.26,31284.4
Production occupations,Female,Kings County,year2018,21197.0,year2017_2019,23197.0,32928.433333333334,25171.4,22058.26,34433.5
Production occupations,Female,Kings County,year2019,26984.0,year2017_2019,23197.0,32928.433333333334,25171.4,22058.26,33067.4
Transportation occupations,Female,Kings County,year2010,35089.0,year2010_2013,36639.75,31203.675,33299.5,33241.74,30460.6
Transportation occupations,Female,Kings County,year2011,41026.0,year2010_2013,36639.75,31203.675,33299.5,33241.74,33150.8
Transportation occupations,Female,Kings County,year2012,34321.0,year2010_2013,36639.75,31203.675,33299.5,33241.74,31903.8
Transportation occupations,Female,Kings County,year2013,36123.0,year2010_2013,36639.75,31203.675,33299.5,33241.74,29299.5
Transportation occupations,Female,Kings County,year2014,32243.0,year2014_2016,31789.33333333333,32340.899999999998,33299.5,33241.74,30026.3
Transportation occupations,Female,Kings County,year2015,32005.0,year2014_2016,31789.33333333333,32340.899999999998,33299.5,33241.74,33713.1
Transportation occupations,Female,Kings County,year2016,31120.0,year2014_2016,31789.33333333333,32340.899999999998,33299.5,33241.74,33283.3
Transportation occupations,Female,Kings County,year2017,40401.0,year2017_2019,38872.0,36124.80000000002,33299.5,33241.74,35133.0
Transportation occupations,Female,Kings County,year2018,35805.0,year2017_2019,38872.0,36124.80000000002,33299.5,33241.74,36810.1
Transportation occupations,Female,Kings County,year2019,40410.0,year2017_2019,38872.0,36124.80000000002,33299.5,33241.74,36431.3
Material moving occupations,Female,Kings County,year2010,14180.0,year2010_2013,16238.75,22560.483333333337,21592.75,18267.70666666667,22734.8
Material moving occupations,Female,Kings County,year2011,14835.0,year2010_2013,16238.75,22560.483333333337,21592.75,18267.70666666667,24321.533333333333
Material moving occupations,Female,Kings County,year2012,20605.0,year2010_2013,16238.75,22560.483333333337,21592.75,18267.70666666667,20068.6
Material moving occupations,Female,Kings County,year2013,15335.0,year2010_2013,16238.75,22560.483333333337,21592.75,18267.70666666667,23117.0
Material moving occupations,Female,Kings County,year2014,19380.0,year2014_2016,20155.33333333333,23119.133333333335,21592.75,18267.70666666667,22313.8
Material moving occupations,Female,Kings County,year2015,20396.0,year2014_2016,20155.33333333333,23119.133333333335,21592.75,18267.70666666667,23291.2
Material moving occupations,Female,Kings County,year2016,20690.0,year2014_2016,20155.33333333333,23119.133333333335,21592.75,18267.70666666667,23752.4
Material moving occupations,Female,Kings County,year2017,21836.0,year2017_2019,22322.0,25585.93333333333,21592.75,18267.70666666667,23755.0
Material moving occupations,Female,Kings County,year2018,23344.0,year2017_2019,22322.0,25585.93333333333,21592.75,18267.70666666667,26267.5
Material moving occupations,Female,Kings County,year2019,21786.0,year2017_2019,22322.0,25585.93333333333,21592.75,18267.70666666667,26735.3
Management occupations,Male,New York County,year2010,100440.0,year2010_2013,109112.5,70422.45,104576.95,80244.66,67094.8
Management occupations,Male,New York County,year2011,104539.0,year2010_2013,109112.5,70422.45,104576.95,80244.66,69115.9
Management occupations,Male,New York County,year2012,111337.0,year2010_2013,109112.5,70422.45,104576.95,80244.66,72026.5
Management occupations,Male,New York County,year2013,120134.0,year2010_2013,109112.5,70422.45,104576.95,80244.66,73452.6
Management occupations,Male,New York County,year2014,117126.0,year2014_2016,122647.33333333331,73709.76666666666,104576.95,80244.66,71319.5
Management occupations,Male,New York County,year2015,120255.0,year2014_2016,122647.33333333331,73709.76666666666,104576.95,80244.66,73571.9
Management occupations,Male,New York County,year2016,130561.0,year2014_2016,122647.33333333331,73709.76666666666,104576.95,80244.66,76237.9
Management occupations,Male,New York County,year2017,123686.0,year2017_2019,129536.66666666669,81321.26666666668,104576.95,80244.66,77821.8
Management occupations,Male,New York County,year2018,122623.0,year2017_2019,129536.66666666669,81321.26666666668,104576.95,80244.66,80119.1
Management occupations,Male,New York County,year2019,142301.0,year2017_2019,129536.66666666669,81321.26666666668,104576.95,80244.66,86022.9
Business and financial operations occupations,Male,New York County,year2010,89923.0,year2010_2013,97963.5,65363.2,92656.7,74453.28,64536.3
Business and financial operations occupations,Male,New York County,year2011,100068.0,year2010_2013,97963.5,65363.2,92656.7,74453.28,64437.3
Business and financial operations occupations,Male,New York County,year2012,100491.0,year2010_2013,97963.5,65363.2,92656.7,74453.28,62463.1
Business and financial operations occupations,Male,New York County,year2013,101372.0,year2010_2013,97963.5,65363.2,92656.7,74453.28,70016.1
Business and financial operations occupations,Male,New York County,year2014,100134.0,year2014_2016,103900.0,67663.93333333332,92656.7,74453.28,66972.5
Business and financial operations occupations,Male,New York County,year2015,105476.0,year2014_2016,103900.0,67663.93333333332,92656.7,74453.28,68185.0
Business and financial operations occupations,Male,New York County,year2016,106090.0,year2014_2016,103900.0,67663.93333333332,92656.7,74453.28,67834.3
Business and financial operations occupations,Male,New York County,year2017,120680.0,year2017_2019,117649.33333333331,74765.93333333332,92656.7,74453.28,71643.8
Business and financial operations occupations,Male,New York County,year2018,120648.0,year2017_2019,117649.33333333331,74765.93333333332,92656.7,74453.28,74160.2
Business and financial operations occupations,Male,New York County,year2019,111620.0,year2017_2019,117649.33333333331,74765.93333333332,92656.7,74453.28,78493.8
Computer and mathematical occupations,Male,New York County,year2010,87516.0,year2010_2013,86739.0,70812.2,87934.95,79089.86,68448.1
Computer and mathematical occupations,Male,New York County,year2011,79552.0,year2010_2013,86739.0,70812.2,87934.95,79089.86,68393.6
Computer and mathematical occupations,Male,New York County,year2012,78523.0,year2010_2013,86739.0,70812.2,87934.95,79089.86,67254.8
Computer and mathematical occupations,Male,New York County,year2013,101365.0,year2010_2013,86739.0,70812.2,87934.95,79089.86,79152.3
Computer and mathematical occupations,Male,New York County,year2014,101113.0,year2014_2016,103882.0,75369.39999999998,87934.95,79089.86,77417.2
Computer and mathematical occupations,Male,New York County,year2015,105242.0,year2014_2016,103882.0,75369.39999999998,87934.95,79089.86,73205.0
Computer and mathematical occupations,Male,New York County,year2016,105291.0,year2014_2016,103882.0,75369.39999999998,87934.95,79089.86,75486.0
Computer and mathematical occupations,Male,New York County,year2017,102359.0,year2017_2019,111270.33333333331,81843.89999999997,87934.95,79089.86,80663.1
Computer and mathematical occupations,Male,New York County,year2018,115745.0,year2017_2019,111270.33333333331,81843.89999999997,87934.95,79089.86,82133.8
Computer and mathematical occupations,Male,New York County,year2019,115707.0,year2017_2019,111270.33333333331,81843.89999999997,87934.95,79089.86,82734.8
Architecture and engineering occupations,Male,New York County,year2010,79611.0,year2010_2013,79650.25,61062.18333333335,75284.1,72546.7,57705.3
Architecture and engineering occupations,Male,New York County,year2011,88605.0,year2010_2013,79650.25,61062.18333333335,75284.1,72546.7,59233.7
Architecture and engineering occupations,Male,New York County,year2012,81729.0,year2010_2013,79650.25,61062.18333333335,75284.1,72546.7,67040.0
Architecture and engineering occupations,Male,New York County,year2013,68656.0,year2010_2013,79650.25,61062.18333333335,75284.1,72546.7,60269.73333333334
Architecture and engineering occupations,Male,New York County,year2014,71143.0,year2014_2016,75920.33333333331,69758.20000000001,75284.1,72546.7,70454.1
Architecture and engineering occupations,Male,New York County,year2015,70691.0,year2014_2016,75920.33333333331,69758.20000000001,75284.1,72546.7,69207.8
Architecture and engineering occupations,Male,New York County,year2016,85927.0,year2014_2016,75920.33333333331,69758.20000000001,75284.1,72546.7,69612.7
Architecture and engineering occupations,Male,New York County,year2017,80665.0,year2017_2019,81154.33333333331,74832.61666666667,75284.1,72546.7,72242.45
Architecture and engineering occupations,Male,New York County,year2018,80557.0,year2017_2019,81154.33333333331,74832.61666666667,75284.1,72546.7,77308.4
Architecture and engineering occupations,Male,New York County,year2019,82241.0,year2017_2019,81154.33333333331,74832.61666666667,75284.1,72546.7,74947.0
"Life, physical, and social science occupations",Male,New York County,year2010,55215.0,year2010_2013,58674.0,60559.25,62346.15,68051.34,61535.8
"Life, physical, and social science occupations",Male,New York County,year2011,52382.0,year2010_2013,58674.0,60559.25,62346.15,68051.34,57386.6
"Life, physical, and social science occupations",Male,New York County,year2012,51719.0,year2010_2013,58674.0,60559.25,62346.15,68051.34,57263.3
"Life, physical, and social science occupations",Male,New York County,year2013,75380.0,year2010_2013,58674.0,60559.25,62346.15,68051.34,66051.3
"Life, physical, and social science occupations",Male,New York County,year2014,60871.0,year2014_2016,69923.33333333331,57284.39999999998,62346.15,68051.34,52731.0
"Life, physical, and social science occupations",Male,New York County,year2015,66519.0,year2014_2016,69923.33333333331,57284.39999999998,62346.15,68051.34,59742.6
"Life, physical, and social science occupations",Male,New York County,year2016,82380.0,year2014_2016,69923.33333333331,57284.39999999998,62346.15,68051.34,59379.6
"Life, physical, and social science occupations",Male,New York County,year2017,76595.0,year2017_2019,71089.0,71285.76666666668,62346.15,68051.34,67315.7
"Life, physical, and social science occupations",Male,New York County,year2018,67124.0,year2017_2019,71089.0,71285.76666666668,62346.15,68051.34,74664.8
"Life, physical, and social science occupations",Male,New York County,year2019,69548.0,year2017_2019,71089.0,71285.76666666668,62346.15,68051.34,71876.8
Community and social service occupations,Male,New York County,year2010,45277.0,year2010_2013,44763.0,42134.725,46982.75,42997.12,41639.0
Community and social service occupations,Male,New York County,year2011,42874.0,year2010_2013,44763.0,42134.725,46982.75,42997.12,41780.7
Community and social service occupations,Male,New York County,year2012,50516.0,year2010_2013,44763.0,42134.725,46982.75,42997.12,43214.2
Community and social service occupations,Male,New York County,year2013,40385.0,year2010_2013,44763.0,42134.725,46982.75,42997.12,41905.0
Community and social service occupations,Male,New York County,year2014,51808.0,year2014_2016,48955.33333333334,43277.799999999996,46982.75,42997.12,44079.5
Community and social service occupations,Male,New York County,year2015,49143.0,year2014_2016,48955.33333333334,43277.799999999996,46982.75,42997.12,43428.9
Community and social service occupations,Male,New York County,year2016,45915.0,year2014_2016,48955.33333333334,43277.799999999996,46982.75,42997.12,42325.0
Community and social service occupations,Male,New York County,year2017,39292.0,year2017_2019,47808.33333333334,47217.0,46982.75,42997.12,41810.0
Community and social service occupations,Male,New York County,year2018,43899.0,year2017_2019,47808.33333333334,47217.0,46982.75,42997.12,46766.7
Community and social service occupations,Male,New York County,year2019,60234.0,year2017_2019,47808.33333333334,47217.0,46982.75,42997.12,53074.3
Legal occupations,Male,New York County,year2010,181871.0,year2010_2013,170436.25,86041.15,155398.75,106772.7,86128.7
Legal occupations,Male,New York County,year2011,168198.0,year2010_2013,170436.25,86041.15,155398.75,106772.7,86242.2
Legal occupations,Male,New York County,year2012,170824.0,year2010_2013,170436.25,86041.15,155398.75,106772.7,83018.3
Legal occupations,Male,New York County,year2013,160852.0,year2010_2013,170436.25,86041.15,155398.75,106772.7,88775.4
Legal occupations,Male,New York County,year2014,166353.0,year2014_2016,176562.33333333337,91934.26666666666,155398.75,106772.7,83236.5
Legal occupations,Male,New York County,year2015,162037.0,year2014_2016,176562.33333333337,91934.26666666666,155398.75,106772.7,91585.2
Legal occupations,Male,New York County,year2016,201297.0,year2014_2016,176562.33333333337,91934.26666666666,155398.75,106772.7,100981.1
Legal occupations,Male,New York County,year2017,180189.0,year2017_2019,198308.66666666663,103607.99999999999,155398.75,106772.7,96452.0
Legal occupations,Male,New York County,year2018,213455.0,year2017_2019,198308.66666666663,103607.99999999999,155398.75,106772.7,104282.1
Legal occupations,Male,New York County,year2019,201282.0,year2017_2019,198308.66666666663,103607.99999999999,155398.75,106772.7,110089.9
"Education, training, and library occupations",Male,New York County,year2010,54339.0,year2010_2013,55966.25,43742.75,53044.6,50621.52,47362.6
"Education, training, and library occupations",Male,New York County,year2011,56169.0,year2010_2013,55966.25,43742.75,53044.6,50621.52,44433.2
"Education, training, and library occupations",Male,New York County,year2012,61053.0,year2010_2013,55966.25,43742.75,53044.6,50621.52,40823.8
"Education, training, and library occupations",Male,New York County,year2013,52304.0,year2010_2013,55966.25,43742.75,53044.6,50621.52,42351.4
"Education, training, and library occupations",Male,New York County,year2014,60789.0,year2014_2016,57521.66666666666,46244.600000000006,53044.6,50621.52,43953.1
"Education, training, and library occupations",Male,New York County,year2015,60309.0,year2014_2016,57521.66666666666,46244.600000000006,53044.6,50621.52,48814.3
"Education, training, and library occupations",Male,New York County,year2016,51467.0,year2014_2016,57521.66666666666,46244.600000000006,53044.6,50621.52,45966.4
"Education, training, and library occupations",Male,New York County,year2017,68066.0,year2017_2019,62111.0,50006.60000000003,53044.6,50621.52,49658.9
"Education, training, and library occupations",Male,New York County,year2018,57234.0,year2017_2019,62111.0,50006.60000000003,53044.6,50621.52,49443.3
"Education, training, and library occupations",Male,New York County,year2019,61033.0,year2017_2019,62111.0,50006.60000000003,53044.6,50621.52,50917.6
"Arts, design, entertainment, sports, and media occupations",Male,New York County,year2010,51856.0,year2010_2013,58476.0,46925.55,60332.5,51710.42,47020.0
"Arts, design, entertainment, sports, and media occupations",Male,New York County,year2011,61588.0,year2010_2013,58476.0,46925.55,60332.5,51710.42,45915.1
"Arts, design, entertainment, sports, and media occupations",Male,New York County,year2012,57397.0,year2010_2013,58476.0,46925.55,60332.5,51710.42,45216.5
"Arts, design, entertainment, sports, and media occupations",Male,New York County,year2013,63063.0,year2010_2013,58476.0,46925.55,60332.5,51710.42,49550.6
"Arts, design, entertainment, sports, and media occupations",Male,New York County,year2014,60151.0,year2014_2016,60403.33333333334,47279.4,60332.5,51710.42,47612.2
"Arts, design, entertainment, sports, and media occupations",Male,New York County,year2015,60611.0,year2014_2016,60403.33333333334,47279.4,60332.5,51710.42,44764.9
"Arts, design, entertainment, sports, and media occupations",Male,New York County,year2016,60448.0,year2014_2016,60403.33333333334,47279.4,60332.5,51710.42,49461.1
"Arts, design, entertainment, sports, and media occupations",Male,New York County,year2017,66363.0,year2017_2019,72639.0,54254.0,60332.5,51710.42,50737.8
"Arts, design, entertainment, sports, and media occupations",Male,New York County,year2018,80882.0,year2017_2019,72639.0,54254.0,60332.5,51710.42,55391.6
"Arts, design, entertainment, sports, and media occupations",Male,New York County,year2019,70672.0,year2017_2019,72639.0,54254.0,60332.5,51710.42,56632.6
Health diagnosing and treating practitioners and other technical occupations,Male,New York County,year2010,127862.0,year2010_2013,103889.25,76881.1,98129.6,87711.48,75638.6
Health diagnosing and treating practitioners and other technical occupations,Male,New York County,year2011,75595.0,year2010_2013,103889.25,76881.1,98129.6,87711.48,73883.1
Health diagnosing and treating practitioners and other technical occupations,Male,New York County,year2012,110305.0,year2010_2013,103889.25,76881.1,98129.6,87711.48,78010.5
Health diagnosing and treating practitioners and other technical occupations,Male,New York County,year2013,101795.0,year2010_2013,103889.25,76881.1,98129.6,87711.48,79992.2
Health diagnosing and treating practitioners and other technical occupations,Male,New York County,year2014,102440.0,year2014_2016,111371.66666666669,80990.96666666665,98129.6,87711.48,78564.4
Health diagnosing and treating practitioners and other technical occupations,Male,New York County,year2015,141168.0,year2014_2016,111371.66666666669,80990.96666666665,98129.6,87711.48,85304.5
Health diagnosing and treating practitioners and other technical occupations,Male,New York County,year2016,90507.0,year2014_2016,111371.66666666669,80990.96666666665,98129.6,87711.48,79104.0
Health diagnosing and treating practitioners and other technical occupations,Male,New York County,year2017,110323.0,year2017_2019,136197.0,88019.46666666672,98129.6,87711.48,81811.7
Health diagnosing and treating practitioners and other technical occupations,Male,New York County,year2018,126304.0,year2017_2019,136197.0,88019.46666666672,98129.6,87711.48,89215.4
Health diagnosing and treating practitioners and other technical occupations,Male,New York County,year2019,171964.0,year2017_2019,136197.0,88019.46666666672,98129.6,87711.48,93031.3
Health technologists and technicians,Male,New York County,year2010,40143.0,year2010_2013,52278.75,44839.55,51954.6,48739.62,42933.6
Health technologists and technicians,Male,New York County,year2011,50275.0,year2010_2013,52278.75,44839.55,51954.6,48739.62,44811.3
Health technologists and technicians,Male,New York County,year2012,43028.0,year2010_2013,52278.75,44839.55,51954.6,48739.62,45250.0
Health technologists and technicians,Male,New York County,year2013,75669.0,year2010_2013,52278.75,44839.55,51954.6,48739.62,46363.3
Health technologists and technicians,Male,New York County,year2014,55625.0,year2014_2016,45362.0,44137.433333333334,51954.6,48739.62,46182.7
Health technologists and technicians,Male,New York County,year2015,42558.0,year2014_2016,45362.0,44137.433333333334,51954.6,48739.62,41390.0
Health technologists and technicians,Male,New York County,year2016,37903.0,year2014_2016,45362.0,44137.433333333334,51954.6,48739.62,44839.6
